"","wkkey","prodkey","choice","avaind","brand2","brand3","brand4","price"
"1169",362,1,361,1,0,0,0,3
"1170",362,2,126,1,1,0,0,4
"1171",362,3,0,0,0,1,0,6
"1172",362,4,13,1,0,0,1,5
"1173",363,1,0,0,0,0,0,6
"1174",363,2,50,1,1,0,0,5
"1175",363,3,54,1,0,1,0,3
"1176",363,4,396,1,0,0,1,2
"1177",364,1,0,0,0,0,0,4
"1178",364,2,23,1,1,0,0,6
"1179",364,3,426,1,0,1,0,2
"1180",364,4,51,1,0,0,1,3
"1181",365,1,0,0,0,0,0,6
"1182",365,2,457,1,1,0,0,3
"1183",365,3,33,1,0,1,0,4
"1184",365,4,10,1,0,0,1,5
"1185",366,1,383,1,0,0,0,2
"1186",366,2,54,1,1,0,0,5
"1187",366,3,0,0,0,1,0,4
"1188",366,4,63,1,0,0,1,3
"1189",367,1,1,1,0,0,0,6
"1190",367,2,451,1,1,0,0,2
"1191",367,3,48,1,0,1,0,3
"1192",367,4,0,0,0,0,1,5
"1193",368,1,0,0,0,0,0,3
"1194",368,2,481,1,1,0,0,2
"1195",368,3,12,1,0,1,0,5
"1196",368,4,7,1,0,0,1,6
"1197",369,1,404,1,0,0,0,3
"1198",369,2,57,1,1,0,0,6
"1199",369,3,39,1,0,1,0,5
"1200",369,4,0,0,0,0,1,2
"1205",370,1,39,1,0,0,0,3
"1206",370,2,50,1,1,0,0,5
"1207",370,3,0,0,0,1,0,4
"1208",370,4,411,1,0,0,1,2
"1209",371,1,376,1,0,0,0,4
"1210",371,2,66,1,1,0,0,6
"1211",371,3,58,1,0,1,0,5
"1212",371,4,0,0,0,0,1,2
"1213",372,1,0,0,0,0,0,3
"1214",372,2,485,1,1,0,0,2
"1215",372,3,8,1,0,1,0,5
"1216",372,4,7,1,0,0,1,6
"1217",373,1,34,1,0,0,0,4
"1218",373,2,0,0,1,0,0,3
"1219",373,3,18,1,0,1,0,6
"1220",373,4,448,1,0,0,1,2
"1221",374,1,0,0,0,0,0,3
"1222",374,2,73,1,1,0,0,4
"1223",374,3,416,1,0,1,0,2
"1224",374,4,11,1,0,0,1,5
"1225",375,1,22,1,0,0,0,4
"1226",375,2,0,0,1,0,0,5
"1227",375,3,18,1,0,1,0,6
"1228",375,4,460,1,0,0,1,2
"1229",376,1,0,0,0,0,0,3
"1230",376,2,64,1,1,0,0,4
"1231",376,3,428,1,0,1,0,2
"1232",376,4,8,1,0,0,1,5
"1233",377,1,399,1,0,0,0,3
"1234",377,2,86,1,1,0,0,5
"1235",377,3,15,1,0,1,0,6
"1236",377,4,0,0,0,0,1,2
"1237",378,1,46,1,0,0,0,4
"1238",378,2,67,1,1,0,0,5
"1239",378,3,0,0,0,1,0,6
"1240",378,4,387,1,0,0,1,3
"1241",379,1,22,1,0,0,0,4
"1242",379,2,0,0,1,0,0,6
"1243",379,3,82,1,0,1,0,3
"1244",379,4,396,1,0,0,1,2
"1249",380,1,399,1,0,0,0,3
"1250",380,2,86,1,1,0,0,5
"1251",380,3,15,1,0,1,0,6
"1252",380,4,0,0,0,0,1,2
"1253",381,1,26,1,0,0,0,5
"1254",381,2,0,0,1,0,0,6
"1255",381,3,76,1,0,1,0,4
"1256",381,4,398,1,0,0,1,3
"1257",382,1,2,1,0,0,0,6
"1258",382,2,491,1,1,0,0,2
"1259",382,3,7,1,0,1,0,5
"1260",382,4,0,0,0,0,1,3
"1261",383,1,357,1,0,0,0,3
"1262",383,2,131,1,1,0,0,4
"1263",383,3,0,0,0,1,0,6
"1264",383,4,12,1,0,0,1,5
"1265",384,1,378,1,0,0,0,3
"1266",384,2,114,1,1,0,0,4
"1267",384,3,0,0,0,1,0,2
"1268",384,4,8,1,0,0,1,6
"1269",385,1,0,0,0,0,0,5
"1270",385,2,99,1,1,0,0,3
"1271",385,3,397,1,0,1,0,2
"1272",385,4,4,1,0,0,1,6
"1273",386,1,17,1,0,0,0,5
"1274",386,2,0,0,1,0,0,6
"1275",386,3,428,1,0,1,0,3
"1276",386,4,55,1,0,0,1,4
"1277",387,1,0,0,0,0,0,2
"1278",387,2,449,1,1,0,0,4
"1279",387,3,19,1,0,1,0,6
"1280",387,4,32,1,0,0,1,5
"1281",388,1,416,1,0,0,0,2
"1282",388,2,51,1,1,0,0,5
"1283",388,3,33,1,0,1,0,4
"1284",388,4,0,0,0,0,1,3
"1285",389,1,0,0,0,0,0,5
"1286",389,2,484,1,1,0,0,2
"1287",389,3,7,1,0,1,0,6
"1288",389,4,9,1,0,0,1,4
"1293",390,1,0,0,0,0,0,6
"1294",390,2,61,1,1,0,0,4
"1295",390,3,55,1,0,1,0,3
"1296",390,4,384,1,0,0,1,2
"1297",391,1,28,1,0,0,0,4
"1298",391,2,0,0,1,0,0,5
"1299",391,3,463,1,0,1,0,2
"1300",391,4,9,1,0,0,1,6
"1301",392,1,20,1,0,0,0,5
"1302",392,2,0,0,1,0,0,6
"1303",392,3,35,1,0,1,0,4
"1304",392,4,445,1,0,0,1,2
"1305",393,1,0,0,0,0,0,6
"1306",393,2,451,1,1,0,0,2
"1307",393,3,35,1,0,1,0,3
"1308",393,4,14,1,0,0,1,4
"1309",394,1,402,1,0,0,0,2
"1310",394,2,62,1,1,0,0,5
"1311",394,3,0,0,0,1,0,6
"1312",394,4,36,1,0,0,1,4
"1313",395,1,0,0,0,0,0,4
"1314",395,2,26,1,1,0,0,6
"1315",395,3,74,1,0,1,0,3
"1316",395,4,400,1,0,0,1,2
"1317",396,1,27,1,0,0,0,3
"1318",396,2,466,1,1,0,0,2
"1319",396,3,7,1,0,1,0,6
"1320",396,4,0,0,0,0,1,5
"1321",397,1,21,1,0,0,0,4
"1322",397,2,48,1,1,0,0,5
"1323",397,3,431,1,0,1,0,2
"1324",397,4,0,0,0,0,1,6
"1325",398,1,409,1,0,0,0,2
"1326",398,2,82,1,1,0,0,4
"1327",398,3,0,0,0,1,0,6
"1328",398,4,9,1,0,0,1,5
"1329",399,1,1,1,0,0,0,6
"1330",399,2,451,1,1,0,0,2
"1331",399,3,48,1,0,1,0,3
"1332",399,4,0,0,0,0,1,5
"1341",400,1,1,1,0,0,0,6
"1342",400,2,118,1,1,0,0,3
"1343",400,3,0,0,0,1,0,5
"1344",400,4,381,1,0,0,1,2
"1345",401,1,0,0,0,0,0,3
"1346",401,2,478,1,1,0,0,2
"1347",401,3,6,1,0,1,0,6
"1348",401,4,16,1,0,0,1,4
"1349",402,1,37,1,0,0,0,3
"1350",402,2,24,1,1,0,0,6
"1351",402,3,439,1,0,1,0,2
"1352",402,4,0,0,0,0,1,4
"1353",403,1,375,1,0,0,0,4
"1354",403,2,116,1,1,0,0,5
"1355",403,3,0,0,0,1,0,3
"1356",403,4,9,1,0,0,1,6
"1357",404,1,434,1,0,0,0,2
"1358",404,2,40,1,1,0,0,6
"1359",404,3,0,0,0,1,0,5
"1360",404,4,26,1,0,0,1,4
"1361",405,1,39,1,0,0,0,3
"1362",405,2,0,0,1,0,0,5
"1363",405,3,450,1,0,1,0,2
"1364",405,4,11,1,0,0,1,6
"1365",406,1,390,1,0,0,0,3
"1366",406,2,62,1,1,0,0,6
"1367",406,3,0,0,0,1,0,2
"1368",406,4,48,1,0,0,1,4
"1369",407,1,48,1,0,0,0,5
"1370",407,2,0,0,1,0,0,2
"1371",407,3,437,1,0,1,0,4
"1372",407,4,15,1,0,0,1,6
"1373",408,1,8,1,0,0,0,5
"1374",408,2,108,1,1,0,0,3
"1375",408,3,0,0,0,1,0,6
"1376",408,4,384,1,0,0,1,2
"1377",409,1,352,1,0,0,0,3
"1378",409,2,133,1,1,0,0,4
"1379",409,3,0,0,0,1,0,6
"1380",409,4,15,1,0,0,1,5
"1385",410,1,380,1,0,0,0,2
"1386",410,2,70,1,1,0,0,4
"1387",410,3,0,0,0,1,0,6
"1388",410,4,50,1,0,0,1,3
"1389",411,1,401,1,0,0,0,3
"1390",411,2,0,0,1,0,0,6
"1391",411,3,41,1,0,1,0,5
"1392",411,4,58,1,0,0,1,4
"1393",412,1,402,1,0,0,0,2
"1394",412,2,80,1,1,0,0,4
"1395",412,3,18,1,0,1,0,6
"1396",412,4,0,0,0,0,1,3
"1397",413,1,26,1,0,0,0,3
"1398",413,2,460,1,1,0,0,2
"1399",413,3,0,0,0,1,0,5
"1400",413,4,14,1,0,0,1,4
"1401",414,1,53,1,0,0,0,3
"1402",414,2,0,0,1,0,0,4
"1403",414,3,439,1,0,1,0,2
"1404",414,4,8,1,0,0,1,6
"1405",415,1,27,1,0,0,0,3
"1406",415,2,466,1,1,0,0,2
"1407",415,3,0,0,0,1,0,5
"1408",415,4,7,1,0,0,1,6
"1409",416,1,0,0,0,0,0,6
"1410",416,2,60,1,1,0,0,4
"1411",416,3,429,1,0,1,0,2
"1412",416,4,11,1,0,0,1,5
"1413",417,1,55,1,0,0,0,3
"1414",417,2,24,1,1,0,0,6
"1415",417,3,421,1,0,1,0,2
"1416",417,4,0,0,0,0,1,4
"1417",418,1,354,1,0,0,0,4
"1418",418,2,124,1,1,0,0,5
"1419",418,3,0,0,0,1,0,3
"1420",418,4,22,1,0,0,1,6
"1421",419,1,0,0,0,0,0,5
"1422",419,2,454,1,1,0,0,3
"1423",419,3,40,1,0,1,0,4
"1424",419,4,6,1,0,0,1,6
"1429",420,1,40,1,0,0,0,3
"1430",420,2,57,1,1,0,0,5
"1431",420,3,0,0,0,1,0,4
"1432",420,4,403,1,0,0,1,2
"1433",421,1,448,1,0,0,0,3
"1434",421,2,0,0,1,0,0,4
"1435",421,3,25,1,0,1,0,6
"1436",421,4,27,1,0,0,1,5
"1437",422,1,24,1,0,0,0,3
"1438",422,2,471,1,1,0,0,2
"1439",422,3,0,0,0,1,0,5
"1440",422,4,5,1,0,0,1,6
"1441",423,1,12,1,0,0,0,5
"1442",423,2,0,0,1,0,0,4
"1443",423,3,428,1,0,1,0,2
"1444",423,4,60,1,0,0,1,3
"1445",424,1,51,1,0,0,0,3
"1446",424,2,52,1,1,0,0,5
"1447",424,3,0,0,0,1,0,6
"1448",424,4,397,1,0,0,1,2
"1449",425,1,0,0,0,0,0,3
"1450",425,2,62,1,1,0,0,6
"1451",425,3,61,1,0,1,0,5
"1452",425,4,377,1,0,0,1,4
"1453",426,1,0,0,0,0,0,5
"1454",426,2,440,1,1,0,0,2
"1455",426,3,49,1,0,1,0,3
"1456",426,4,11,1,0,0,1,4
"1457",427,1,40,1,0,0,0,5
"1458",427,2,67,1,1,0,0,6
"1459",427,3,0,0,0,1,0,3
"1460",427,4,393,1,0,0,1,4
"1461",428,1,30,1,0,0,0,4
"1462",428,2,54,1,1,0,0,5
"1463",428,3,416,1,0,1,0,3
"1464",428,4,0,0,0,0,1,6
"1465",429,1,51,1,0,0,0,3
"1466",429,2,0,0,1,0,0,4
"1467",429,3,19,1,0,1,0,6
"1468",429,4,430,1,0,0,1,2
"1473",430,1,3,1,0,0,0,5
"1474",430,2,495,1,1,0,0,2
"1475",430,3,0,0,0,1,0,4
"1476",430,4,2,1,0,0,1,6
"1477",431,1,19,1,0,0,0,5
"1478",431,2,0,0,1,0,0,6
"1479",431,3,72,1,0,1,0,4
"1480",431,4,409,1,0,0,1,3
"1481",432,1,10,1,0,0,0,6
"1482",432,2,0,0,1,0,0,2
"1483",432,3,428,1,0,1,0,3
"1484",432,4,62,1,0,0,1,4
"1485",433,1,0,0,0,0,0,5
"1486",433,2,60,1,1,0,0,4
"1487",433,3,431,1,0,1,0,2
"1488",433,4,9,1,0,0,1,6
"1489",434,1,12,1,0,0,0,5
"1490",434,2,50,1,1,0,0,6
"1491",434,3,0,0,0,1,0,3
"1492",434,4,438,1,0,0,1,2
"1493",435,1,26,1,0,0,0,3
"1494",435,2,459,1,1,0,0,2
"1495",435,3,15,1,0,1,0,4
"1496",435,4,0,0,0,0,1,6
"1497",436,1,393,1,0,0,0,3
"1498",436,2,0,0,1,0,0,5
"1499",436,3,90,1,0,1,0,4
"1500",436,4,17,1,0,0,1,6
"1501",437,1,44,1,0,0,0,3
"1502",437,2,0,0,1,0,0,6
"1503",437,3,445,1,0,1,0,2
"1504",437,4,11,1,0,0,1,5
"1505",438,1,399,1,0,0,0,2
"1506",438,2,89,1,1,0,0,4
"1507",438,3,0,0,0,1,0,6
"1508",438,4,12,1,0,0,1,5
"1509",439,1,395,1,0,0,0,2
"1510",439,2,0,0,1,0,0,5
"1511",439,3,75,1,0,1,0,3
"1512",439,4,30,1,0,0,1,4
"1517",440,1,30,1,0,0,0,4
"1518",440,2,0,0,1,0,0,6
"1519",440,3,33,1,0,1,0,5
"1520",440,4,437,1,0,0,1,2
"1521",441,1,23,1,0,0,0,4
"1522",441,2,29,1,1,0,0,6
"1523",441,3,448,1,0,1,0,2
"1524",441,4,0,0,0,0,1,5
"1525",442,1,17,1,0,0,0,4
"1526",442,2,0,0,1,0,0,6
"1527",442,3,425,1,0,1,0,2
"1528",442,4,58,1,0,0,1,3
"1529",443,1,9,1,0,0,0,6
"1530",443,2,120,1,1,0,0,4
"1531",443,3,0,0,0,1,0,5
"1532",443,4,371,1,0,0,1,3
"1533",444,1,21,1,0,0,0,4
"1534",444,2,0,0,1,0,0,3
"1535",444,3,463,1,0,1,0,2
"1536",444,4,16,1,0,0,1,5
"1537",445,1,29,1,0,0,0,5
"1538",445,2,0,0,1,0,0,4
"1539",445,3,17,1,0,1,0,6
"1540",445,4,454,1,0,0,1,3
"1541",446,1,440,1,0,0,0,2
"1542",446,2,0,0,1,0,0,6
"1543",446,3,46,1,0,1,0,4
"1544",446,4,14,1,0,0,1,5
"1545",447,1,18,1,0,0,0,4
"1546",447,2,38,1,1,0,0,6
"1547",447,3,444,1,0,1,0,2
"1548",447,4,0,0,0,0,1,3
"1549",448,1,432,1,0,0,0,2
"1550",448,2,56,1,1,0,0,5
"1551",448,3,12,1,0,1,0,6
"1552",448,4,0,0,0,0,1,3
"1553",449,1,11,1,0,0,0,4
"1554",449,2,478,1,1,0,0,2
"1555",449,3,11,1,0,1,0,5
"1556",449,4,0,0,0,0,1,3
"1561",450,1,0,0,0,0,0,2
"1562",450,2,448,1,1,0,0,3
"1563",450,3,45,1,0,1,0,4
"1564",450,4,7,1,0,0,1,5
"1565",451,1,377,1,0,0,0,3
"1566",451,2,72,1,1,0,0,5
"1567",451,3,0,0,0,1,0,2
"1568",451,4,51,1,0,0,1,4
"1569",452,1,30,1,0,0,0,3
"1570",452,2,466,1,1,0,0,2
"1571",452,3,4,1,0,1,0,6
"1572",452,4,0,0,0,0,1,4
"1573",453,1,22,1,0,0,0,5
"1574",453,2,470,1,1,0,0,4
"1575",453,3,8,1,0,1,0,6
"1576",453,4,0,0,0,0,1,2
"1577",454,1,385,1,0,0,0,3
"1578",454,2,55,1,1,0,0,6
"1579",454,3,0,0,0,1,0,2
"1580",454,4,60,1,0,0,1,4
"1581",455,1,41,1,0,0,0,4
"1582",455,2,0,0,1,0,0,2
"1583",455,3,36,1,0,1,0,5
"1584",455,4,423,1,0,0,1,3
"1585",456,1,0,0,0,0,0,5
"1586",456,2,488,1,1,0,0,2
"1587",456,3,4,1,0,1,0,6
"1588",456,4,8,1,0,0,1,4
"1589",457,1,21,1,0,0,0,5
"1590",457,2,41,1,1,0,0,6
"1591",457,3,438,1,0,1,0,3
"1592",457,4,0,0,0,0,1,4
"1593",458,1,12,1,0,0,0,6
"1594",458,2,0,0,1,0,0,3
"1595",458,3,52,1,0,1,0,4
"1596",458,4,436,1,0,0,1,2
"1597",459,1,55,1,0,0,0,5
"1598",459,2,0,0,1,0,0,2
"1599",459,3,31,1,0,1,0,6
"1600",459,4,414,1,0,0,1,4
"1605",460,1,404,1,0,0,0,3
"1606",460,2,52,1,1,0,0,6
"1607",460,3,44,1,0,1,0,5
"1608",460,4,0,0,0,0,1,4
"1609",461,1,0,0,0,0,0,3
"1610",461,2,60,1,1,0,0,4
"1611",461,3,427,1,0,1,0,2
"1612",461,4,13,1,0,0,1,5
"1613",462,1,24,1,0,0,0,4
"1614",462,2,0,0,1,0,0,5
"1615",462,3,465,1,0,1,0,2
"1616",462,4,11,1,0,0,1,6
"1617",463,1,0,0,0,0,0,3
"1618",463,2,43,1,1,0,0,5
"1619",463,3,435,1,0,1,0,2
"1620",463,4,22,1,0,0,1,4
"1621",464,1,408,1,0,0,0,2
"1622",464,2,77,1,1,0,0,4
"1623",464,3,0,0,0,1,0,3
"1624",464,4,15,1,0,0,1,5
"1625",465,1,439,1,0,0,0,3
"1626",465,2,0,0,1,0,0,4
"1627",465,3,32,1,0,1,0,6
"1628",465,4,29,1,0,0,1,5
"1629",466,1,16,1,0,0,0,6
"1630",466,2,0,0,1,0,0,4
"1631",466,3,33,1,0,1,0,5
"1632",466,4,451,1,0,0,1,2
"1633",467,1,0,0,0,0,0,4
"1634",467,2,55,1,1,0,0,5
"1635",467,3,57,1,0,1,0,3
"1636",467,4,388,1,0,0,1,2
"1637",468,1,16,1,0,0,0,5
"1638",468,2,0,0,1,0,0,2
"1639",468,3,74,1,0,1,0,4
"1640",468,4,410,1,0,0,1,3
"1641",469,1,25,1,0,0,0,3
"1642",469,2,468,1,1,0,0,2
"1643",469,3,7,1,0,1,0,6
"1644",469,4,0,0,0,0,1,5
"1649",470,1,0,0,0,0,0,2
"1650",470,2,38,1,1,0,0,6
"1651",470,3,65,1,0,1,0,4
"1652",470,4,397,1,0,0,1,3
"1653",471,1,0,0,0,0,0,6
"1654",471,2,112,1,1,0,0,3
"1655",471,3,13,1,0,1,0,5
"1656",471,4,375,1,0,0,1,2
"1657",472,1,364,1,0,0,0,4
"1658",472,2,119,1,1,0,0,5
"1659",472,3,17,1,0,1,0,6
"1660",472,4,0,0,0,0,1,3
"1661",473,1,10,1,0,0,0,4
"1662",473,2,453,1,1,0,0,2
"1663",473,3,37,1,0,1,0,3
"1664",473,4,0,0,0,0,1,5
"1665",474,1,0,0,0,0,0,4
"1666",474,2,124,1,1,0,0,3
"1667",474,3,10,1,0,1,0,6
"1668",474,4,366,1,0,0,1,2
"1669",475,1,17,1,0,0,0,6
"1670",475,2,0,0,1,0,0,3
"1671",475,3,35,1,0,1,0,5
"1672",475,4,448,1,0,0,1,2
"1673",476,1,0,0,0,0,0,5
"1674",476,2,460,1,1,0,0,2
"1675",476,3,34,1,0,1,0,3
"1676",476,4,6,1,0,0,1,4
"1677",477,1,0,0,0,0,0,6
"1678",477,2,45,1,1,0,0,5
"1679",477,3,47,1,0,1,0,3
"1680",477,4,408,1,0,0,1,2
"1681",478,1,7,1,0,0,0,6
"1682",478,2,478,1,1,0,0,3
"1683",478,3,15,1,0,1,0,5
"1684",478,4,0,0,0,0,1,4
"1685",479,1,13,1,0,0,0,6
"1686",479,2,0,0,1,0,0,5
"1687",479,3,430,1,0,1,0,3
"1688",479,4,57,1,0,0,1,4
"1693",480,1,426,1,0,0,0,2
"1694",480,2,48,1,1,0,0,6
"1695",480,3,0,0,0,1,0,5
"1696",480,4,26,1,0,0,1,4
"1697",481,1,377,1,0,0,0,4
"1698",481,2,75,1,1,0,0,6
"1699",481,3,0,0,0,1,0,2
"1700",481,4,48,1,0,0,1,5
"1701",482,1,0,0,0,0,0,5
"1702",482,2,62,1,1,0,0,4
"1703",482,3,405,1,0,1,0,2
"1704",482,4,33,1,0,0,1,3
"1705",483,1,0,0,0,0,0,4
"1706",483,2,446,1,1,0,0,2
"1707",483,3,49,1,0,1,0,3
"1708",483,4,5,1,0,0,1,5
"1709",484,1,0,0,0,0,0,6
"1710",484,2,114,1,1,0,0,4
"1711",484,3,11,1,0,1,0,5
"1712",484,4,375,1,0,0,1,3
"1713",485,1,0,0,0,0,0,4
"1714",485,2,30,1,1,0,0,6
"1715",485,3,59,1,0,1,0,3
"1716",485,4,411,1,0,0,1,2
"1717",486,1,0,0,0,0,0,6
"1718",486,2,68,1,1,0,0,4
"1719",486,3,20,1,0,1,0,5
"1720",486,4,412,1,0,0,1,2
"1721",487,1,4,1,0,0,0,6
"1722",487,2,0,0,1,0,0,4
"1723",487,3,437,1,0,1,0,2
"1724",487,4,59,1,0,0,1,3
"1725",488,1,41,1,0,0,0,4
"1726",488,2,0,0,1,0,0,5
"1727",488,3,443,1,0,1,0,3
"1728",488,4,16,1,0,0,1,6
"1729",489,1,0,0,0,0,0,3
"1730",489,2,484,1,1,0,0,2
"1731",489,3,10,1,0,1,0,6
"1732",489,4,6,1,0,0,1,4
"1737",490,1,4,1,0,0,0,6
"1738",490,2,464,1,1,0,0,3
"1739",490,3,0,0,0,1,0,5
"1740",490,4,32,1,0,0,1,4
"1741",491,1,430,1,0,0,0,2
"1742",491,2,42,1,1,0,0,6
"1743",491,3,28,1,0,1,0,5
"1744",491,4,0,0,0,0,1,3
"1745",492,1,6,1,0,0,0,6
"1746",492,2,473,1,1,0,0,3
"1747",492,3,21,1,0,1,0,5
"1748",492,4,0,0,0,0,1,2
"1749",493,1,18,1,0,0,0,5
"1750",493,2,0,0,1,0,0,2
"1751",493,3,75,1,0,1,0,4
"1752",493,4,407,1,0,0,1,3
"1753",494,1,37,1,0,0,0,5
"1754",494,2,71,1,1,0,0,6
"1755",494,3,0,0,0,1,0,2
"1756",494,4,392,1,0,0,1,4
"1757",495,1,21,1,0,0,0,4
"1758",495,2,40,1,1,0,0,6
"1759",495,3,0,0,0,1,0,3
"1760",495,4,439,1,0,0,1,2
"1761",496,1,19,1,0,0,0,3
"1762",496,2,464,1,1,0,0,2
"1763",496,3,17,1,0,1,0,4
"1764",496,4,0,0,0,0,1,6
"1765",497,1,4,1,0,0,0,5
"1766",497,2,494,1,1,0,0,2
"1767",497,3,0,0,0,1,0,3
"1768",497,4,2,1,0,0,1,6
"1769",498,1,0,0,0,0,0,2
"1770",498,2,32,1,1,0,0,6
"1771",498,3,75,1,0,1,0,4
"1772",498,4,393,1,0,0,1,3
"1773",499,1,4,1,0,0,0,5
"1774",499,2,459,1,1,0,0,2
"1775",499,3,0,0,0,1,0,4
"1776",499,4,37,1,0,0,1,3
"1785",500,1,0,0,0,0,0,2
"1786",500,2,103,1,1,0,0,5
"1787",500,3,18,1,0,1,0,6
"1788",500,4,379,1,0,0,1,4
